id,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,district
9147,127,3,2,572000,4504,Chamberí
9146,122,3,1,450000,3689,Chamberí
9145,190,3,4,1599000,8416,Almagro
9144,68,4,2,479000,7044,Trafalgar
9143,666,7,7,2800000,4204,Chamberí
9142,90,2,2,630000,7000,Gaztambide
9141,74,2,2,445000,6014,Arapiles
9140,204,5,3,1490000,7304,Chamberí
9139,89,2,2,695000,7809,Chamberí
9138,115,3,2,795000,6913,Chamberí
9137,83,1,1,430000,5181,Chamberí
9136,143,1,2,350000,2448,Chamberí
9135,408,5,4,2650000,6495,Chamberí
9134,250,5,4,1450000,5800,Chamberí
9133,110,4,1,530000,4818,Arapiles
9132,230,4,4,1850000,8043,Chamberí
9131,243,4,4,1450000,5967,Chamberí
9130,101,2,2,540000,5347,Chamberí
9129,342,6,3,3000000,8772,Chamberí
9128,335,3,3,2695000,8045,Chamberí
9127,220,3,2,1800000,8182,Chamberí
9126,210,3,3,1599000,7614,Chamberí
9125,89,3,2,430000,4831,Chamberí
9124,178,6,1,875000,4916,Chamberí
9123,241,5,4,1445000,5996,Chamberí
9122,175,3,2,950000,5429,Arapiles
9121,212,5,3,960000,4528,Chamberí
9120,204,7,2,810000,3971,Chamberí
9119,51,1,1,290000,5686,Nuevos Ministerios-Ríos Rosas
9118,485,6,6,2950000,6082,Chamberí
9117,241,4,3,1600000,6639,Chamberí
9116,35,1,1,260000,7429,Chamberí
9115,120,1,2,695000,5792,Chamberí
9114,75,1,1,445000,5933,Chamberí
9113,54,2,1,305000,5648,Chamberí
9112,398,5,5,1350000,3392,Chamberí
9111,260,4,3,995000,3827,Chamberí
9110,379,4,5,1580000,4169,Chamberí
9109,120,2,2,610000,5083,Chamberí
9108,139,4,2,415000,2986,Gaztambide
9107,163,4,3,649000,3982,Vallehermoso
9106,95,2,2,605000,6368,Chamberí
9105,139,6,2,415000,2986,Chamberí
9104,301,3,3,2250000,7475,Chamberí
9103,129,3,2,650000,5039,Chamberí
9102,300,3,2,1000000,3333,Chamberí
9101,705,6,5,3800000,5390,Chamberí
9100,101,3,1,475000,4703,Chamberí
9099,325,4,2,2180000,6708,Chamberí
9098,210,3,3,1599000,7614,Chamberí
9097,35,2,1,229900,6569,Nuevos Ministerios-Ríos Rosas
9096,40,1,1,270000,6750,Nuevos Ministerios-Ríos Rosas
9095,85,3,2,395000,4647,Gaztambide
9094,66,2,1,174000,2636,Ventas
9093,80,3,1,214900,2686,Pueblo Nuevo
9092,108,3,2,488000,4519,Atalaya
9091,75,2,1,246900,3292,Quintana
9090,83,3,1,239900,2890,Ventas
9089,67,3,1,164000,2448,Ventas
9088,54,2,1,144900,2683,Pueblo Nuevo
9087,75,3,1,233000,3107,Ventas
9086,118,3,2,485000,4110,San Juan Bautista
9085,363,5,4,1150000,3168,Ciudad Lineal
9084,181,5,3,597000,3298,Costillares
9083,360,4,6,1495000,4153,Ciudad Lineal
9082,181,5,3,597000,3298,Ciudad Lineal
9080,63,2,1,169000,2683,Pueblo Nuevo
9079,296,4,4,785000,2652,Ciudad Lineal
9078,309,5,3,1150000,3722,Ciudad Lineal
9077,55,2,1,159000,2891,Ventas
9076,113,4,2,257000,2274,Pueblo Nuevo
9075,50,2,1,144000,2880,Ventas
9074,117,2,2,499900,4273,Costillares
9073,83,3,1,210000,2530,Pueblo Nuevo
9072,61,2,2,198000,3246,Pueblo Nuevo
9071,96,3,2,360000,3750,Concepción
9070,193,4,3,885461,4588,Costillares
9069,166,3,2,1280000,7711,San Juan Bautista
9068,72,1,1,179000,2486,Pueblo Nuevo
9067,77,3,1,230000,2987,San Juan Bautista
9066,115,4,2,489000,4252,Colina
9065,71,3,1,246000,3465,Concepción
9064,293,5,4,1015000,3464,Costillares
9063,112,4,1,349000,3116,Quintana
9062,209,5,3,785000,3756,Costillares
9061,143,3,2,650000,4545,Ciudad Lineal
9060,86,2,2,460000,5349,Ciudad Lineal
9059,82,3,1,178000,2171,Quintana
9058,82,3,1,170000,2073,Quintana
9057,110,2,2,497000,4518,Ciudad Lineal
9056,70,3,1,184900,2641,Quintana
9055,73,2,1,147900,2026,Ventas
9054,76,2,1,199900,2630,Pueblo Nuevo
9053,70,3,1,210000,3000,Concepción
9052,93,2,2,269000,2892,Pueblo Nuevo
9051,225,5,3,815000,3622,Ciudad Lineal
9050,81,2,1,295000,3642,Ciudad Lineal
9049,62,3,1,169000,2726,Ventas
9048,42,1,1,124900,2974,Pueblo Nuevo
9047,80,3,1,221500,2769,Pueblo Nuevo
9046,80,2,1,179000,2238,Pueblo Nuevo
9045,70,3,1,164000,2343,Ventas
9044,65,2,1,149900,2306,Pueblo Nuevo
9043,61,3,1,138000,2262,Pueblo Nuevo
9042,50,1,1,149000,2980,Quintana
9041,144,4,2,540000,3750,San Pascual
9040,138,4,3,670000,4855,Atalaya
9039,60,2,1,139900,2332,Ventas
9038,60,2,1,149000,2483,Pueblo Nuevo
9037,100,2,2,375000,3750,Pueblo Nuevo
9036,63,2,1,143000,2270,Ciudad Lineal
9035,97,3,1,240000,2474,Ciudad Lineal
9034,178,5,3,630000,3539,Ciudad Lineal
9033,529,5,5,1890000,3573,Ciudad Lineal
9032,132,3,2,330000,2500,Ciudad Lineal
9031,293,5,4,1040000,3549,Ciudad Lineal
9030,279,5,4,1250000,4480,Ciudad Lineal
9029,100,3,2,450000,4500,San Pascual
9028,67,3,1,160000,2388,Ciudad Lineal
9027,107,3,2,370000,3458,Ciudad Lineal
9026,126,4,2,550000,4365,Costillares
9025,65,3,1,154000,2369,Pueblo Nuevo
9024,107,1,1,370000,3458,Colina
9023,60,1,2,265000,4417,San Pascual
9022,55,2,1,179900,3271,Pueblo Nuevo
9021,134,4,3,500000,3731,Costillares
9020,190,4,3,820000,4316,San Pascual
9019,92,2,2,290000,3152,Quintana
9018,80,2,1,194000,2425,Ventas
9017,150,4,3,700000,4667,San Juan Bautista
9016,266,5,4,790000,2970,Ciudad Lineal
9015,105,3,2,550000,5238,Concepción
9014,60,2,2,225000,3750,Pueblo Nuevo
9013,143,4,3,750000,5245,San Juan Bautista
9012,279,4,4,850000,3047,Ciudad Lineal
9011,110,3,2,314000,2855,Concepción
9010,396,5,4,1180000,2980,Ciudad Lineal
9009,239,4,2,600000,2510,Quintana
9008,60,2,1,154900,2582,Ventas
9007,104,4,2,274900,2643,Ventas
9006,150,4,2,748000,4987,San Juan Bautista
9005,90,3,2,250000,2778,Pueblo Nuevo
9004,120,4,1,299900,2499,Concepción
9003,254,3,3,1200000,4724,Atalaya
9002,70,2,1,298000,4257,Quintana
9001,76,3,1,199900,2630,Ventas
9000,120,3,2,420000,3500,Quintana
8999,71,3,2,285000,4014,Quintana
8998,70,3,1,175000,2500,Quintana
8997,77,3,1,249900,3245,Quintana
8996,396,5,4,1180000,2980,San Pascual
8995,64,1,1,299000,4672,Concepción
8994,62,2,1,160000,2581,Ventas
8993,67,3,1,165000,2463,Pueblo Nuevo
8992,520,5,4,1890000,3635,Ciudad Lineal
8991,158,4,3,725000,4589,San Pascual
8990,117,3,2,447000,3821,Costillares
8989,103,4,2,335000,3252,Concepción
8988,85,2,1,260000,3059,Ciudad Lineal
8987,101,4,2,319611,3164,Ciudad Lineal
8986,345,5,4,1375000,3986,Colina
8985,118,3,2,389000,3297,Pueblo Nuevo
8984,72,3,1,230000,3194,Quintana
8983,72,2,2,316900,4401,Pueblo Nuevo
8982,94,3,2,414900,4414,Pueblo Nuevo
8981,94,3,2,399900,4254,Pueblo Nuevo
8980,50,2,1,145000,2900,Pueblo Nuevo
8979,60,2,2,167000,2783,Quintana
8978,60,2,1,180000,3000,Quintana
8977,72,3,1,249000,3458,Quintana
8976,88,3,1,169000,1920,Pueblo Nuevo
8975,67,2,1,208000,3104,Ventas
8974,77,2,1,205000,2662,Concepción
8973,72,3,1,198000,2750,Concepción
8972,99,3,2,290000,2929,Pueblo Nuevo
8971,310,4,2,559900,1806,Pueblo Nuevo
8970,74,3,1,169900,2296,Pueblo Nuevo
8969,75,3,1,180000,2400,Pueblo Nuevo
8968,119,2,2,535000,4496,Ciudad Lineal
8967,279,4,3,1099000,3939,Ciudad Lineal
8966,113,2,1,199900,1769,Ventas
8965,112,2,3,845000,7545,Colina
8964,104,3,2,875000,8413,Colina
8963,151,4,2,1050000,6954,Colina
8962,179,4,3,720000,4022,Concepción
8961,59,3,1,129500,2195,Pueblo Nuevo
8960,80,3,1,249900,3124,Ventas
8959,77,3,1,165000,2143,Quintana
8958,85,3,1,210000,2471,Quintana
8957,78,1,1,159900,2050,Concepción
8956,70,3,1,199000,2843,Concepción
8955,69,3,1,160000,2319,Ventas
8954,65,3,1,210000,3231,Concepción
8953,107,3,2,800000,7477,Pueblo Nuevo
8952,71,3,1,165000,2324,Ciudad Lineal
8951,181,5,3,680000,3757,Costillares
8950,226,4,3,750000,3319,Ciudad Lineal
8949,516,6,6,1780000,3450,Ciudad Lineal
8948,86,3,1,340000,3953,San Juan Bautista
8947,100,2,1,279000,2790,Pueblo Nuevo
8946,158,3,2,650000,4114,Atalaya
8945,35,1,1,125000,3571,Pueblo Nuevo
8944,120,2,2,840000,7000,Colina
8943,413,4,3,850000,2058,Colina
8942,160,4,3,580000,3625,Ciudad Lineal
8940,51,2,1,105000,2059,Pueblo Nuevo
8939,141,3,2,530000,3759,Ciudad Lineal
8938,55,1,1,215000,3909,Quintana
8937,46,1,1,135000,2935,Pueblo Nuevo
8936,135,3,3,750000,5556,San Juan Bautista
8935,62,3,1,170000,2742,Pueblo Nuevo
8934,80,1,1,200000,2500,Concepción
8933,83,3,1,229000,2759,Quintana
8932,51,2,1,129000,2529,Ventas
8931,58,2,1,159900,2757,Quintana
8930,66,3,1,195000,2955,Pueblo Nuevo
8929,149,4,2,630000,4228,Ciudad Lineal
8928,65,2,1,260000,4000,San Pascual
8927,62,2,1,280000,4516,Concepción
8926,75,3,1,219900,2932,San Pascual
8925,77,2,1,200000,2597,Concepción
8924,70,2,1,155000,2214,Pueblo Nuevo
8923,50,1,1,295000,5900,San Juan Bautista
8922,100,4,2,318999,3190,Ciudad Lineal
8920,92,3,2,250000,2717,Pueblo Nuevo
8919,59,2,1,166000,2814,Ciudad Lineal
8918,279,4,4,1250000,4480,Costillares
8917,134,3,2,288000,2149,Colina
8916,169,4,3,720000,4260,Costillares
8915,75,3,1,225000,3000,San Pascual
8914,60,2,1,155000,2583,Ventas
8913,63,3,1,153000,2429,Ventas
8912,92,2,2,290000,3152,Quintana
8911,74,3,1,155000,2095,Ventas
8910,65,2,1,235000,3615,Ciudad Lineal
8909,45,2,1,135000,3000,Pueblo Nuevo
8908,75,3,1,169900,2265,Pueblo Nuevo
8907,73,2,1,270000,3699,Concepción
8906,81,3,1,275000,3395,Ventas
8905,149,4,2,630000,4228,Pueblo Nuevo
8904,70,2,1,185000,2643,Ciudad Lineal
8903,81,3,1,190000,2346,Ciudad Lineal
8902,78,3,1,145000,1859,Ventas
8901,52,2,1,152000,2923,Ventas
8900,54,2,1,130000,2407,Ventas
8899,89,3,1,289000,3247,Quintana
8898,82,3,2,189000,2305,Ciudad Lineal
8897,159,3,3,695000,4371,Colina
8896,114,3,1,259000,2272,Quintana
8895,77,3,1,230000,2987,Ciudad Lineal
8894,38,1,1,129000,3395,San Pascual
8893,65,3,1,185000,2846,Ventas
8892,72,2,1,233000,3236,Concepción
8891,140,4,3,500000,3571,Costillares
8890,108,4,2,260000,2407,Pueblo Nuevo
8889,116,3,2,412000,3552,Concepción
8888,85,2,2,360000,4235,Ciudad Lineal
8887,55,2,1,153000,2782,Ventas
8886,96,2,2,453000,4719,Costillares
8885,48,2,1,149000,3104,Ventas
8884,529,5,5,1895000,3582,Ciudad Lineal
8883,52,1,1,173000,3327,Ventas
8881,51,2,1,123155,2415,Ventas
8880,50,2,1,139500,2790,Pueblo Nuevo
8879,130,4,3,580000,4462,Ciudad Lineal
8878,238,5,4,1020000,4286,San Juan Bautista
8877,400,4,4,815000,2038,Ciudad Lineal
8876,77,3,1,154000,2000,Ventas
8875,85,3,1,320000,3765,Concepción
8874,50,2,1,180000,3600,Quintana
8873,54,2,1,135000,2500,Ventas
8872,212,4,3,750000,3538,Costillares
8871,64,3,1,123003,1922,Ventas
8870,52,2,1,139000,2673,Ventas
8869,117,3,2,390000,3333,Ventas
8868,89,4,2,169000,1899,Costillares
8867,247,10,2,1800000,7287,Costillares
8866,50,2,1,125900,2518,Pueblo Nuevo
8865,108,4,2,259900,2406,Pueblo Nuevo
8864,67,3,1,154000,2299,Pueblo Nuevo
8863,74,3,1,265000,3581,Pueblo Nuevo
8862,98,3,2,275000,2806,Quintana
8861,145,3,3,590000,4069,San Juan Bautista
8860,187,3,3,1325000,7086,San Pascual
8859,170,3,3,1309100,7701,San Pascual
8857,86,3,1,188000,2186,Ventas
8856,85,2,1,145000,1706,Ventas
8855,194,4,4,780000,4021,Costillares
8854,93,2,1,275000,2957,Pueblo Nuevo
8853,260,5,3,930000,3577,Costillares
8852,65,2,1,313000,4815,Ciudad Lineal
8851,87,3,1,286000,3287,Ciudad Lineal
8850,72,2,1,250000,3472,Concepción
8849,91,2,2,370000,4066,San Juan Bautista
8848,163,4,3,730000,4479,Costillares
8847,77,3,1,205000,2662,Pueblo Nuevo
8846,72,2,1,215000,2986,Concepción
8845,55,2,1,200000,3636,Ventas
8844,93,3,1,198500,2134,Ventas
8843,260,6,5,1275000,4904,Concepción
8842,60,2,1,129000,2150,Pueblo Nuevo
8841,71,2,1,140000,1972,Pueblo Nuevo
8840,50,1,1,158000,3160,Ciudad Lineal
8839,50,2,1,180000,3600,Quintana
8838,74,3,1,145000,1959,Pueblo Nuevo
8837,79,3,1,179000,2266,Pueblo Nuevo
8836,50,1,1,158000,3160,Ventas
8835,55,1,1,155000,2818,Ventas
8834,83,3,1,229000,2759,Quintana
8833,173,4,3,425000,2457,Pueblo Nuevo
8832,57,2,1,119900,2104,Ciudad Lineal
8831,62,3,1,169000,2726,Pueblo Nuevo
8830,73,2,1,152000,2082,Pueblo Nuevo
8829,82,3,1,190000,2317,Ciudad Lineal
8828,161,3,3,1272000,7901,San Pascual
8827,145,3,2,701304,4837,Costillares
8826,116,4,2,576900,4973,Pueblo Nuevo
8825,179,4,3,945000,5279,San Juan Bautista
8824,60,1,1,132900,2215,Pueblo Nuevo
8823,145,4,2,540000,3724,San Pascual
8822,55,2,1,240000,4364,Concepción
8821,194,5,4,864748,4457,Atalaya
8820,194,4,3,880248,4537,Atalaya
8819,169,3,3,825000,4882,Atalaya
8818,158,3,3,725654,4593,Atalaya
8817,74,3,1,198000,2676,Ventas
8816,404,5,4,1295000,3205,San Juan Bautista
8815,59,2,1,92000,1559,Pueblo Nuevo
8814,150,4,3,675000,4500,Atalaya
8813,113,3,2,360000,3186,Pueblo Nuevo
8812,112,3,2,390000,3482,Pueblo Nuevo
8811,70,3,1,235000,3357,Ventas
8810,267,4,3,1115000,4176,San Juan Bautista
8809,134,4,2,470400,3510,Concepción
8808,54,3,1,146000,2704,Pueblo Nuevo
8807,120,3,2,465000,3875,Ciudad Lineal
8806,120,4,1,350000,2917,Ventas
8805,83,1,1,315000,3795,Colina
8804,173,4,2,650000,3757,Costillares
8803,61,2,1,180000,2951,Ciudad Lineal
8802,158,4,2,630000,3987,Ciudad Lineal
8801,84,2,1,360000,4286,Ciudad Lineal
8800,47,1,1,301700,6419,Costillares
8799,292,6,3,1375000,4709,Costillares
8798,194,4,4,985000,5077,Ciudad Lineal
8797,529,5,5,1890000,3573,Ciudad Lineal
8796,326,5,5,1170000,3589,Ciudad Lineal
8795,291,4,4,1150000,3952,Ciudad Lineal
8794,177,3,3,595000,3362,Ciudad Lineal
8793,514,5,5,1780000,3463,Ciudad Lineal
8792,79,3,1,175000,2215,Pueblo Nuevo
8791,83,2,2,178790,2154,Quintana
8790,156,4,1,270000,1731,Ciudad Lineal
8789,106,3,2,290000,2736,Ciudad Lineal
8788,80,4,1,295000,3688,Concepción
8787,76,2,2,430000,5658,Ciudad Lineal
8786,134,4,2,569000,4246,Costillares
8785,128,3,2,1060000,8281,Colina
8784,148,3,3,696000,4703,San Pascual
8783,100,3,2,550000,5500,Concepción
8782,70,2,1,227000,3243,San Pascual
8781,178,4,3,568700,3195,Ventas
8780,74,3,1,265000,3581,Pueblo Nuevo
8779,247,4,4,950000,3846,Concepción
8778,144,4,2,540000,3750,San Pascual
8777,240,5,4,1250000,5208,San Pascual
8776,220,3,3,875000,3977,Costillares
8775,42,1,1,240000,5714,Costillares
8774,143,3,3,1140000,7972,Colina
8773,345,5,4,1375000,3986,Colina
8772,62,3,1,149500,2411,Pueblo Nuevo
8770,160,3,2,850000,5312,San Juan Bautista
8769,81,2,1,237500,2932,Pueblo Nuevo
8768,118,3,2,295000,2500,Concepción
8767,152,2,2,650000,4276,Costillares
8766,221,4,3,1050000,4751,San Juan Bautista
8765,85,2,2,294260,3462,Ventas
8764,83,2,2,281800,3395,Ventas
8763,83,2,2,276800,3335,Ventas
8762,82,2,2,270400,3298,Ventas
8761,77,2,2,281360,3654,Ventas
8760,83,2,2,308870,3721,Ventas
8759,81,2,2,278350,3436,Ventas
8758,83,2,2,286800,3455,Ventas
8757,77,2,2,255770,3322,Ventas
8756,85,2,2,299000,3518,Ventas
8755,77,2,2,260040,3377,Ventas
8754,77,2,2,264310,3433,Ventas
8753,87,3,1,188200,2163,Pueblo Nuevo
8752,184,3,2,525000,2853,Concepción
8751,208,3,3,875000,4207,Costillares
8750,73,3,1,146000,2000,Pueblo Nuevo
8749,40,1,1,66000,1650,Ciudad Lineal
8748,82,2,2,225000,2744,Pueblo Nuevo
8747,138,3,2,429000,3109,Quintana
8746,170,4,3,712000,4188,Costillares
8745,75,3,1,205000,2733,Pueblo Nuevo
8744,141,3,2,530000,3759,Costillares
8743,75,2,1,230000,3067,Quintana
8742,56,3,1,148000,2643,Pueblo Nuevo
8741,75,2,1,257000,3427,San Juan Bautista
8740,100,3,2,369000,3690,Quintana
8739,99,2,2,358000,3616,Pueblo Nuevo
8738,80,2,2,270000,3375,Pueblo Nuevo
8737,85,2,2,288000,3388,Pueblo Nuevo
8736,80,2,2,340000,4250,Pueblo Nuevo
8735,85,2,2,283000,3329,Pueblo Nuevo
8734,91,2,2,298000,3275,Pueblo Nuevo
8733,105,3,2,338000,3219,Pueblo Nuevo
8732,87,2,2,289000,3322,Pueblo Nuevo
8731,105,3,2,330000,3143,Pueblo Nuevo
8730,89,2,2,283000,3180,Pueblo Nuevo
8729,85,2,2,268000,3153,Pueblo Nuevo
8728,79,3,1,239900,3037,Ciudad Lineal
8727,51,2,1,160000,3137,Ventas
8726,292,6,3,1375000,4709,Costillares
8725,65,1,1,118000,1815,Quintana
8724,48,1,1,300000,6250,Colina
8723,170,4,2,320000,1882,Quintana
8722,56,2,1,139900,2498,Ventas
8721,68,2,2,115000,1691,Concepción
8720,65,1,1,326625,5025,Quintana
8719,65,1,1,343766,5289,Quintana
8718,145,3,3,530000,3655,Costillares
8717,127,3,2,489000,3850,Costillares
8716,145,4,3,615000,4241,Costillares
8715,91,3,2,295000,3242,Pueblo Nuevo
8714,73,4,1,188000,2575,Ventas
8713,138,4,2,523127,3791,Pueblo Nuevo
8712,70,3,1,145000,2071,Pueblo Nuevo
8711,90,3,1,248000,2756,San Pascual
8710,105,3,2,370000,3524,San Pascual
8708,251,2,2,465000,1853,San Juan Bautista
8707,85,2,1,270000,3176,Pueblo Nuevo
8706,133,4,2,470000,3534,Concepción
8705,155,3,2,650000,4194,Costillares
8704,410,5,4,1250000,3049,San Pascual
8703,149,3,2,630000,4228,Pueblo Nuevo
8702,70,2,1,175000,2500,Ventas
8701,72,4,1,150000,2083,Pueblo Nuevo
8700,80,3,1,185000,2312,Pueblo Nuevo
8699,70,3,1,179000,2557,Pueblo Nuevo
8698,85,3,1,250000,2941,San Pascual
8697,92,3,1,175000,1902,Pueblo Nuevo
8696,148,4,3,580000,3919,San Pascual
8695,118,3,2,219000,1856,Pueblo Nuevo
8694,88,3,2,185000,2102,Quintana
8693,109,4,2,265000,2431,Pueblo Nuevo
8692,57,2,1,169000,2965,San Pascual
8691,130,4,3,670000,5154,Costillares
8690,254,5,4,1250000,4921,San Juan Bautista
8689,77,2,1,139000,1805,Ciudad Lineal
8688,66,2,1,173000,2621,Ciudad Lineal
8687,72,3,1,187000,2597,Ciudad Lineal
8686,78,3,1,180000,2308,Pueblo Nuevo
8685,74,2,1,209500,2831,Quintana
8684,76,3,1,205000,2697,Ventas
8683,62,2,1,280000,4516,Concepción
8682,75,3,1,240000,3200,San Pascual
8681,84,3,1,259000,3083,Ciudad Lineal
8680,71,3,1,205000,2887,Ciudad Lineal
8679,317,5,6,1445368,4560,Ciudad Lineal
8678,50,2,1,170000,3400,Ciudad Lineal
8677,400,5,4,1395000,3488,Ciudad Lineal
8676,200,4,2,900000,4500,Ciudad Lineal
8675,70,2,3,218000,3114,Pueblo Nuevo
8674,72,2,1,220000,3056,Pueblo Nuevo
8673,45,2,1,135000,3000,Pueblo Nuevo
8672,67,2,1,179000,2672,Ventas
8671,78,2,1,154000,1974,Ciudad Lineal
8670,250,5,4,950000,3800,San Pascual
8669,400,4,4,875000,2188,Ciudad Lineal
8668,181,5,3,597000,3298,Ciudad Lineal
8667,142,4,2,700000,4930,Ciudad Lineal
8666,64,1,1,269500,4211,Costillares
8665,80,3,2,226000,2825,Ciudad Lineal
8664,65,2,1,257750,3965,Quintana
8663,110,1,1,215000,1955,San Juan Bautista
8662,58,2,1,165000,2845,Ventas
8661,60,2,1,149900,2498,Pueblo Nuevo
8660,154,3,2,535000,3474,Colina
8659,102,3,2,435000,4265,Colina
8658,70,2,2,218000,3114,Pueblo Nuevo
8657,154,4,2,489000,3175,Colina
8656,81,4,1,169000,2086,Ventas
8655,47,2,1,145000,3085,Quintana
8654,77,2,2,349000,4532,Ventas
8653,123,4,1,305000,2480,Concepción
8652,111,4,2,320000,2883,Ventas
8651,185,3,1,390000,2108,Quintana
8650,163,3,2,695000,4264,Ciudad Lineal
8649,134,4,2,470000,3507,Ciudad Lineal
8648,138,4,2,598000,4333,Costillares
8647,90,3,2,330000,3667,Pueblo Nuevo
8646,70,2,1,210000,3000,Concepción
8645,170,4,3,712000,4188,Ciudad Lineal
8644,84,3,2,220000,2619,Ventas
8643,195,3,4,720000,3692,Ciudad Lineal
8642,70,3,1,154000,2200,Ciudad Lineal
8641,46,1,1,301700,6559,Ciudad Lineal
8640,139,3,3,890000,6403,Ciudad Lineal
8639,212,5,4,849000,4005,Ciudad Lineal
8638,174,5,3,630000,3621,Ciudad Lineal
8637,54,3,1,146000,2704,Pueblo Nuevo
8636,68,3,1,155000,2279,Pueblo Nuevo
8635,90,3,2,250000,2778,Pueblo Nuevo
8634,100,3,2,378000,3780,Pueblo Nuevo
8633,82,2,1,275000,3354,Concepción
8632,64,3,1,123003,1922,Ventas
8631,106,1,2,429600,4053,Quintana
8629,133,1,1,440000,3308,San Juan Bautista
8628,115,3,2,255000,2217,Ventas
8627,75,2,1,176000,2347,Ciudad Lineal
8626,61,1,1,250000,4098,Colina
8625,65,3,1,143000,2200,Pueblo Nuevo
8624,89,3,1,238000,2674,Ventas
8623,91,2,2,370000,4066,Colina
8622,88,2,2,230000,2614,Ciudad Lineal
8621,98,2,2,271000,2765,Ciudad Lineal
8620,172,4,2,429000,2494,Ciudad Lineal
8619,114,2,2,335000,2939,Quintana
8618,60,2,1,175000,2917,San Pascual
8616,95,4,2,240000,2526,Concepción
8615,58,2,1,132000,2276,Pueblo Nuevo
8614,80,2,1,219000,2738,Ciudad Lineal
8613,235,5,3,1090000,4638,Colina
8612,60,2,1,160000,2667,Pueblo Nuevo
8611,81,3,1,320000,3951,Concepción
8610,95,3,1,229750,2418,San Pascual
8609,53,2,1,225000,4245,Concepción
8608,90,3,1,260000,2889,Pueblo Nuevo
8607,110,4,2,235000,2136,Pueblo Nuevo
8606,87,2,1,260000,2989,Concepción
8605,100,4,2,298000,2980,Ventas
8604,47,1,1,301700,6419,Costillares
8603,97,2,2,330000,3402,Ventas
8602,152,4,3,650000,4276,Costillares
8601,247,4,3,950000,3846,San Juan Bautista
8600,290,4,4,1099000,3790,San Pascual
8599,210,4,3,880000,4190,Costillares
8598,90,3,2,245000,2722,Pueblo Nuevo
8597,60,2,1,131000,2183,Pueblo Nuevo
8596,65,2,1,131000,2015,Pueblo Nuevo
8595,60,1,1,218000,3633,Ventas
8594,323,4,3,815000,2523,Colina
8593,90,3,2,360000,4000,Pueblo Nuevo
8592,125,3,2,299000,2392,San Pascual
8591,119,2,2,535000,4496,Costillares
8590,56,2,1,199000,3554,Ventas
8589,210,4,3,840000,4000,Costillares
8588,145,4,2,525000,3621,Quintana
8587,67,3,1,138900,2073,Ciudad Lineal
8586,80,3,1,199000,2488,Ciudad Lineal
8585,67,3,1,138900,2073,Ciudad Lineal
8584,100,3,2,224000,2240,Ciudad Lineal
8583,62,2,1,245000,3952,Concepción
8582,51,1,1,307900,6037,Atalaya
8581,58,2,1,164000,2828,Pueblo Nuevo
8580,47,2,1,126000,2681,Quintana
8579,63,1,1,254000,4032,Ciudad Lineal
8578,177,3,2,650000,3672,Ciudad Lineal
8577,70,3,1,153000,2186,Ventas
8576,71,3,1,157000,2211,Ventas
8575,60,2,1,179900,2998,Pueblo Nuevo
8574,265,5,4,1050000,3962,Ciudad Lineal
8573,90,3,2,250000,2778,Ciudad Lineal
8572,118,2,3,420000,3559,Ciudad Lineal
8571,65,3,1,175000,2692,Ciudad Lineal
8570,58,3,1,149000,2569,Pueblo Nuevo
8569,35,1,1,190000,5429,Ciudad Lineal
8568,148,5,2,190000,1284,Quintana
8567,70,3,1,197000,2814,Ciudad Lineal
8566,79,2,2,265000,3354,Colina
8565,70,3,2,198000,2829,Ciudad Lineal
8564,78,2,1,295000,3782,Pueblo Nuevo
8563,68,3,1,149000,2191,Pueblo Nuevo
8562,77,3,1,185000,2403,Pueblo Nuevo
8561,65,3,1,153000,2354,Ventas
8560,60,2,1,142500,2375,Pueblo Nuevo
8559,50,2,1,165000,3300,San Pascual
8558,55,1,1,260000,4727,Quintana
8557,75,3,2,180000,2400,Ventas
8556,44,2,1,125000,2841,Ventas
8555,125,4,1,485000,3880,Costillares
8554,65,3,1,153000,2354,Ventas
8553,255,4,3,1200000,4706,Atalaya
8552,63,3,1,220000,3492,Ventas
8551,63,2,1,175000,2778,Ventas
8550,59,2,1,134000,2271,Ventas
8549,67,3,1,174900,2610,Ventas
8548,110,4,2,349000,3173,San Juan Bautista
8547,55,2,1,299000,5436,San Pascual
8546,77,2,1,225000,2922,Concepción
8545,105,3,2,640000,6095,San Pascual
8544,67,1,1,199000,2970,Ventas
8543,95,2,2,499000,5253,Costillares
8542,90,2,2,425000,4722,Pueblo Nuevo
8541,150,2,2,575000,3833,Ventas
8540,93,3,2,430000,4624,Colina
8539,78,3,2,240000,3077,Pueblo Nuevo
8538,50,2,1,130000,2600,Pueblo Nuevo
8537,123,4,1,305000,2480,Concepción
8536,134,4,2,480000,3582,Concepción
8535,109,4,2,269000,2468,Pueblo Nuevo
8534,60,3,1,185000,3083,Ventas
8533,152,4,3,650000,4276,Ciudad Lineal
8531,81,2,1,291500,3599,Costillares
8530,80,2,2,265000,3312,Ciudad Lineal
8529,65,1,1,300000,4615,Concepción
8528,74,2,1,183000,2473,Concepción
8527,130,4,2,565000,4346,San Pascual
8525,82,3,1,215000,2622,Pueblo Nuevo
8524,70,2,1,199000,2843,Concepción
8523,160,4,3,678000,4238,Costillares
8522,80,2,2,360000,4500,San Juan Bautista
8521,197,3,2,970000,4924,San Juan Bautista
8520,69,2,1,270400,3919,Pueblo Nuevo
