id,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,district
19539,112,3,2,175000,1562,Usera
19538,115,3,2,150000,1304,Orcasitas
19537,80,3,1,132000,1650,Zofío
19536,115,3,2,175000,1522,Orcasitas
19535,43,2,1,130000,3023,Pradolongo
19534,118,3,2,555900,4711,Usera
19533,118,4,2,578700,4904,Usera
19532,80,3,1,119470,1493,Almendrales
19531,129,3,2,139000,1078,Usera
19530,84,4,2,139000,1655,Usera
19529,110,3,2,165000,1500,Orcasitas
19528,80,3,1,129000,1612,San Fermín
19527,80,3,1,129000,1612,San Fermín
19526,122,4,2,320000,2623,Orcasitas
19525,46,1,1,99999,2174,Pradolongo
19524,95,3,1,190000,2000,San Fermín
19523,120,3,2,148000,1233,12 de Octubre-Orcasur
19522,120,3,2,355000,2958,Moscardó
19521,75,3,1,170000,2267,Moscardó
19520,70,2,1,114000,1629,Moscardó
19519,80,3,1,175000,2188,Almendrales
19518,120,3,1,270000,2250,San Fermín
19516,72,2,1,141000,1958,Zofío
19515,160,4,3,270000,1688,Zofío
19514,90,3,1,147990,1644,San Fermín
19512,98,3,2,275000,2806,Usera
19511,111,3,2,208000,1874,Usera
19510,46,1,1,140500,3054,Moscardó
19509,70,2,1,150000,2143,Almendrales
19508,49,2,1,125000,2551,Almendrales
19507,63,3,1,125000,1984,Zofío
19506,100,2,2,270000,2700,Orcasitas
19505,87,2,2,225000,2586,Orcasitas
19504,118,3,2,165000,1398,Usera
19503,100,3,2,185000,1850,Pradolongo
19502,98,3,1,142000,1449,Almendrales
19501,116,3,2,160000,1379,Usera
19500,120,3,2,260000,2167,Orcasitas
19499,70,4,1,154000,2200,Moscardó
19498,100,3,2,275000,2750,San Fermín
19497,90,1,1,270000,3000,Usera
19496,130,4,2,186000,1431,Usera
19495,110,3,2,270000,2455,San Fermín
19494,100,3,2,220000,2200,Usera
19493,88,4,1,225000,2557,Moscardó
19492,94,2,2,225000,2394,Moscardó
19491,186,4,3,755000,4059,Almendrales
19490,65,3,1,116000,1785,Usera
19489,67,3,1,200000,2985,Usera
19488,102,2,1,93000,912,Almendrales
19487,77,3,1,138000,1792,Moscardó
19486,70,2,1,114000,1629,Moscardó
19485,65,3,1,147000,2262,Pradolongo
19484,65,3,1,113000,1738,12 de Octubre-Orcasur
19483,68,2,1,125000,1838,Almendrales
19482,85,3,1,127000,1494,Zofío
19481,64,3,1,122000,1906,Zofío
19480,74,3,1,139900,1891,San Fermín
19479,100,3,2,182000,1820,12 de Octubre-Orcasur
19478,118,3,2,165000,1398,Orcasitas
19477,67,3,1,125000,1866,Zofío
19476,70,2,1,114000,1629,Moscardó
19475,180,4,3,300000,1667,Pradolongo
19474,90,3,2,280000,3111,Moscardó
19473,220,3,2,440000,2000,Usera
19472,110,3,2,255000,2318,Usera
19471,82,3,1,138000,1683,Usera
19470,114,3,2,189000,1658,Usera
19469,170,4,2,589999,3471,Almendrales
19468,105,3,2,144000,1371,Usera
19467,110,3,2,139000,1264,Usera
19466,74,3,1,125000,1689,Usera
19465,109,3,2,155000,1422,Usera
19464,95,3,2,228000,2400,Usera
19463,90,2,1,165000,1833,Pradolongo
19462,77,3,1,155000,2013,Moscardó
19461,78,3,1,135000,1731,San Fermín
19460,114,4,2,215000,1886,Pradolongo
19458,124,3,2,159000,1282,Usera
19457,90,2,2,250000,2778,San Fermín
19456,118,3,2,519000,4398,Almendrales
19455,59,2,1,119000,2017,San Fermín
19454,109,3,2,113000,1037,Orcasitas
19453,196,3,2,320000,1633,Moscardó
19452,85,3,1,128000,1506,Almendrales
19451,90,2,2,225000,2500,San Fermín
19450,111,3,2,235000,2117,Moscardó
19449,85,2,1,106700,1255,San Fermín
19448,149,3,2,279000,1872,San Fermín
19447,52,2,1,107000,2058,Moscardó
19446,61,1,1,171900,2818,Pradolongo
19445,88,2,2,250000,2841,San Fermín
19444,109,3,2,215000,1972,Usera
19443,94,3,2,249600,2655,Pradolongo
19442,75,1,1,276000,3680,San Fermín
19441,70,2,1,250000,3571,San Fermín
19440,96,3,2,215000,2240,Moscardó
19439,82,3,1,165000,2012,Zofío
19438,105,2,2,216000,2057,San Fermín
19437,140,3,2,263000,1879,Orcasitas
19436,126,3,2,260000,2063,San Fermín
19435,80,3,1,195000,2438,Zofío
19434,80,3,1,195000,2438,Zofío
19433,98,3,2,170000,1735,Zofío
19432,72,2,1,130000,1806,Almendrales
19431,98,3,1,142000,1449,Almendrales
19430,50,2,1,130000,2600,Moscardó
19429,74,3,1,125000,1689,Almendrales
19427,116,3,2,160000,1379,Orcasitas
19425,99,4,1,150000,1515,Zofío
19424,65,2,1,106000,1631,Pradolongo
19423,144,3,2,350000,2431,Moscardó
19422,90,3,1,170000,1889,San Fermín
19421,110,4,2,135000,1227,12 de Octubre-Orcasur
19420,135,3,2,260000,1926,Orcasitas
19419,74,3,1,113400,1532,Almendrales
19418,67,3,1,138900,2073,Almendrales
19417,95,3,1,129900,1367,Almendrales
19416,78,3,1,130000,1667,Zofío
19414,63,3,1,139000,2206,Almendrales
19413,81,4,1,182260,2250,Usera
19412,70,2,1,270750,3868,Usera
19411,98,3,1,142000,1449,Almendrales
19410,135,3,2,149000,1104,Orcasitas
19409,125,4,2,295000,2360,Moscardó
19408,60,2,1,120000,2000,Almendrales
19407,110,3,2,179000,1627,San Fermín
19406,59,2,1,129570,2196,Usera
19405,73,3,1,130000,1781,Moscardó
19404,90,3,2,390000,4333,12 de Octubre-Orcasur
19403,80,1,1,129189,1615,Almendrales
19402,98,3,1,142000,1449,Usera
19401,73,3,1,130000,1781,Moscardó
19400,132,4,2,135000,1023,12 de Octubre-Orcasur
19399,55,3,1,130000,2364,Almendrales
19398,68,3,1,115000,1691,San Fermín
19397,154,4,2,225000,1461,Orcasitas
19396,87,3,1,189890,2183,Moscardó
19395,40,1,1,160000,4000,Pradolongo
19394,60,3,1,145000,2417,Pradolongo
19393,90,4,1,163000,1811,Zofío
19392,72,3,1,130000,1806,Moscardó
19391,65,2,1,121500,1869,Pradolongo
19390,47,1,1,93000,1979,Orcasitas
19389,65,2,1,117000,1800,Pradolongo
19388,110,3,2,167000,1518,12 de Octubre-Orcasur
19387,118,4,2,165000,1398,Orcasitas
19386,75,3,1,113400,1512,Almendrales
19385,96,4,1,220000,2292,Almendrales
19384,74,3,1,125000,1689,Almendrales
19383,67,3,1,129400,1931,Zofío
19382,87,3,1,152000,1747,Almendrales
19381,110,3,1,165000,1500,Orcasitas
19380,37,1,1,105000,2838,Almendrales
19379,55,2,1,129000,2345,Moscardó
19378,81,3,1,160000,1975,Almendrales
19377,91,3,1,142000,1560,Almendrales
19376,120,3,2,275000,2292,San Fermín
19375,59,3,1,198000,3356,Almendrales
19374,132,4,2,330000,2500,Pradolongo
19373,98,3,1,135000,1378,12 de Octubre-Orcasur
19372,53,2,1,109900,2074,Moscardó
19371,110,3,2,162000,1473,Pradolongo
19370,98,3,1,232000,2367,Moscardó
19369,68,3,1,129900,1910,San Fermín
19368,56,2,1,100000,1786,Almendrales
19367,95,2,2,310000,3263,Moscardó
19366,78,2,1,169890,2178,Usera
19365,102,3,2,360000,3529,12 de Octubre-Orcasur
19364,152,2,2,260000,1711,San Fermín
19363,72,3,1,128000,1778,Almendrales
19362,84,3,1,159900,1904,Almendrales
19361,76,3,1,185000,2434,San Fermín
19360,44,1,1,149000,3386,Almendrales
19359,180,3,2,266000,1478,San Fermín
19358,127,3,2,249000,1961,Zofío
19357,124,3,2,170000,1371,Pradolongo
19356,103,3,1,250000,2427,Zofío
19355,110,4,2,159000,1445,Zofío
19354,115,4,2,180000,1565,12 de Octubre-Orcasur
19353,111,3,2,208000,1874,Almendrales
19352,111,3,2,208000,1874,Almendrales
19351,75,2,1,179900,2399,Pradolongo
19350,81,3,1,185000,2284,Pradolongo
19349,226,5,3,939000,4155,Almendrales
19348,167,4,3,719000,4305,Almendrales
19347,128,5,1,131000,1023,Usera
19346,59,2,1,129570,2196,Pradolongo
19345,35,1,1,75000,2143,Almendrales
19344,112,3,2,135000,1205,Orcasitas
19343,66,3,1,110000,1667,Usera
19342,73,3,1,162000,2219,Almendrales
19341,93,3,1,135000,1452,Moscardó
19340,73,3,1,130000,1781,Moscardó
19339,120,2,2,185000,1542,Moscardó
19338,67,3,1,199000,2970,Moscardó
19337,59,2,1,128000,2169,Pradolongo
19336,109,3,2,180000,1651,12 de Octubre-Orcasur
19335,78,2,1,140000,1795,San Fermín
19334,65,3,1,121500,1869,Pradolongo
19333,80,3,1,134611,1683,Usera
19332,60,2,1,112000,1867,Usera
19331,60,3,1,147000,2450,Pradolongo
19330,85,3,1,152000,1788,Moscardó
19329,68,2,1,288000,4235,Almendrales
19328,87,3,1,239000,2747,Moscardó
19327,110,3,2,240000,2182,Usera
19326,104,3,2,150000,1442,Usera
19325,90,1,1,134000,1489,Moscardó
19324,154,3,2,685000,4448,Almendrales
19323,219,4,4,923000,4215,Almendrales
19322,219,4,4,876000,4000,Almendrales
19321,114,3,2,324900,2850,Moscardó
19320,78,3,2,212000,2718,Moscardó
19319,85,2,1,229900,2705,Usera
19318,73,3,1,165000,2260,Almendrales
19317,81,3,2,189000,2333,Orcasitas
19316,71,3,1,147000,2070,Moscardó
19315,67,3,1,142000,2119,Zofío
19314,161,4,3,280000,1739,Usera
19313,96,3,2,220000,2292,Moscardó
19312,51,2,1,36000,706,Usera
19311,42,2,1,105000,2500,Almendrales
19310,66,3,1,155000,2348,Almendrales
19309,67,3,1,134000,2000,Usera
19308,97,3,2,120000,1237,Usera
19307,114,4,2,150000,1316,Usera
19306,108,3,2,149000,1380,Usera
19305,79,3,1,150000,1899,Usera
19304,55,2,1,128000,2327,Usera
19303,132,3,2,235000,1780,Usera
19302,95,3,2,145000,1526,Usera
19301,55,1,1,124000,2255,Usera
19300,95,2,2,255000,2684,12 de Octubre-Orcasur
19299,96,3,2,199000,2073,12 de Octubre-Orcasur
19298,81,3,1,135711,1675,Usera
19297,119,3,2,180000,1513,Pradolongo
19296,107,3,1,229500,2145,Moscardó
19295,82,2,2,155000,1890,Usera
19294,106,3,2,276000,2604,Almendrales
19293,64,2,1,130000,2031,Usera
19292,93,3,2,157000,1688,Usera
19291,78,2,1,121000,1551,Usera
19290,78,3,1,229500,2942,Moscardó
19289,71,3,1,129000,1817,Zofío
19288,75,3,1,169000,2253,Moscardó
19287,60,3,1,137500,2292,Almendrales
19286,119,3,2,245000,2059,Zofío
19285,94,3,2,225000,2394,Pradolongo
19284,61,3,1,126000,2066,Usera
19283,117,3,2,186000,1590,Pradolongo
19282,100,3,1,139000,1390,Almendrales
19281,59,2,1,138000,2339,Zofío
19280,46,2,1,140000,3043,Moscardó
19279,68,2,1,145000,2132,Almendrales
19278,133,3,2,265000,1992,Usera
19277,126,3,2,230000,1825,12 de Octubre-Orcasur
19276,136,2,2,269900,1985,Usera
19275,123,3,2,154000,1252,Pradolongo
19274,78,2,1,125000,1603,San Fermín
19273,92,3,2,300000,3261,Moscardó
19272,144,2,2,300000,2083,Orcasitas
19271,80,3,1,130000,1625,San Fermín
19270,55,2,1,99000,1800,Zofío
19269,31,1,1,72000,2323,Almendrales
19268,65,3,1,157000,2415,Usera
19267,75,2,1,189990,2533,Moscardó
19266,62,2,1,136000,2194,Almendrales
19265,85,3,1,130000,1529,San Fermín
19264,75,2,1,189000,2520,Moscardó
19263,84,3,1,129000,1536,Moscardó
19262,65,2,1,132000,2031,Pradolongo
19261,95,2,1,229000,2411,Usera
19260,52,2,1,143000,2750,Pradolongo
19259,70,3,1,107260,1532,Almendrales
19258,64,3,1,157000,2453,Moscardó
19257,109,3,2,147000,1349,12 de Octubre-Orcasur
19256,116,3,2,149000,1284,Pradolongo
19255,70,3,1,128000,1829,Pradolongo
19254,66,2,1,132000,2000,Pradolongo
19253,56,2,1,152000,2714,Pradolongo
19252,126,3,2,393000,3119,Almendrales
19251,77,3,1,160890,2089,Pradolongo
19250,180,3,2,260000,1444,San Fermín
19249,42,1,1,193000,4595,Valdeacederas
19248,164,3,3,1200000,7317,Tetuán
19247,229,5,3,950000,4148,Tetuán
19246,81,2,2,320000,3951,Tetuán
19245,141,3,1,525000,3723,Tetuán
19244,46,2,1,200000,4348,Tetuán
19243,257,3,3,1475000,5739,Tetuán
19242,126,4,3,625000,4960,Tetuán
19241,98,3,2,370000,3776,Tetuán
19240,60,2,1,485000,8083,Tetuán
19239,269,4,3,1060000,3941,Tetuán
19238,115,3,2,685000,5957,Tetuán
19237,141,4,3,540000,3830,Tetuán
19236,94,3,1,335000,3564,Tetuán
19235,128,3,2,560000,4375,Tetuán
19234,281,5,3,850000,3025,Tetuán
19233,173,4,3,560000,3237,Tetuán
19231,256,4,3,1300000,5078,Tetuán
19230,301,4,3,1079000,3585,Tetuán
19229,67,2,1,235000,3507,Valdeacederas
19228,70,3,1,235000,3357,Berruguete
19227,56,3,1,250000,4464,Cuatro Caminos
19226,257,3,4,1475000,5739,Cuatro Caminos
19225,295,4,4,1400000,4746,Tetuán
19224,94,2,2,425000,4521,Cuatro Caminos
19223,90,2,1,395000,4389,Cuatro Caminos
19222,130,4,3,575000,4423,Cuatro Caminos
19221,215,5,2,850000,3953,Tetuán
19220,81,1,2,259000,3198,Tetuán
19219,61,1,1,379900,6228,Cuzco-Castillejos
19218,80,2,1,239900,2999,Bellas Vistas
19216,185,2,1,1300000,7027,Tetuán
19215,80,2,2,189000,2362,Valdeacederas
19214,79,3,1,333000,4215,Ventilla-Almenara
19213,224,5,3,799000,3567,Tetuán
19212,245,5,2,840000,3429,Tetuán
19211,257,3,4,1475000,5739,Tetuán
19210,79,1,1,500000,6329,Cuzco-Castillejos
19209,86,2,2,299000,3477,Valdeacederas
19208,301,5,3,1079000,3585,Cuzco-Castillejos
19207,61,2,1,169000,2770,Valdeacederas
19206,55,2,1,215000,3909,Tetuán
19205,195,3,2,1340000,6872,Cuzco-Castillejos
19204,119,4,2,530000,4454,Cuatro Caminos
19203,182,4,2,598000,3286,Cuzco-Castillejos
19202,69,1,1,210000,3043,Berruguete
19201,130,4,2,650000,5000,Cuzco-Castillejos
19200,55,2,1,139900,2544,Tetuán
19199,37,1,1,175000,4730,Valdeacederas
19198,157,5,2,520000,3312,Ventilla-Almenara
19197,108,2,2,550000,5093,Tetuán
19196,230,3,3,1150000,5000,Tetuán
19195,261,4,3,845000,3238,Cuatro Caminos
19194,120,4,3,575000,4792,Tetuán
19193,45,1,1,330000,7333,Tetuán
19192,301,6,4,1290000,4286,Tetuán
19191,155,2,2,570000,3677,Tetuán
19190,74,3,1,205000,2770,Tetuán
19189,36,2,1,182000,5056,Bellas Vistas
19188,46,1,1,99000,2152,Berruguete
19187,118,4,3,530000,4492,Cuatro Caminos
19186,69,2,1,187000,2710,Berruguete
19185,70,1,1,250000,3571,Cuzco-Castillejos
19184,118,4,2,540000,4576,Cuatro Caminos
19183,51,1,2,220000,4314,Berruguete
19182,203,4,4,1575000,7759,Cuatro Caminos
19181,115,3,2,610000,5304,Cuzco-Castillejos
19180,40,1,1,145000,3625,Ventilla-Almenara
19179,219,6,3,855000,3904,Cuatro Caminos
19178,51,1,1,199995,3921,Bellas Vistas
19177,53,1,1,159900,3017,Bellas Vistas
19176,59,1,1,194900,3303,Bellas Vistas
19175,175,4,3,700000,4000,Cuatro Caminos
19174,41,2,1,131000,3195,Ventilla-Almenara
19173,61,2,1,220000,3607,Cuzco-Castillejos
19172,55,2,1,187000,3400,Berruguete
19171,193,3,3,580000,3005,Tetuán
19170,100,3,2,370000,3700,Bellas Vistas
19169,74,2,1,300000,4054,Cuzco-Castillejos
19168,38,2,1,140000,3684,Bellas Vistas
19167,46,2,1,135000,2935,Bellas Vistas
19166,80,2,2,265000,3312,Cuzco-Castillejos
19165,75,3,2,300000,4000,Berruguete
19164,173,3,2,485000,2803,Berruguete
19163,73,2,1,240000,3288,Ventilla-Almenara
19162,85,3,2,325000,3824,Cuatro Caminos
19161,119,3,2,400000,3361,Tetuán
19160,247,4,3,950000,3846,Tetuán
19159,200,4,3,1575000,7875,Tetuán
19157,68,3,1,349000,5132,Tetuán
19156,267,5,4,1100000,4120,Tetuán
19155,109,3,1,275000,2523,Bellas Vistas
19154,138,3,3,470000,3406,Ventilla-Almenara
19153,39,2,1,164000,4205,Berruguete
19152,130,4,3,575000,4423,Cuatro Caminos
19151,257,3,4,1475000,5739,Cuatro Caminos
19150,58,2,1,170000,2931,Bellas Vistas
19148,58,1,1,265055,4570,Tetuán
19147,77,2,1,170000,2208,Berruguete
19146,210,5,3,800000,3810,Tetuán
19145,82,3,1,324900,3962,Tetuán
19144,149,4,2,589200,3954,Cuatro Caminos
19143,95,3,3,380000,4000,Tetuán
19142,62,2,1,225000,3629,Cuatro Caminos
19141,159,5,2,560000,3522,Tetuán
19140,85,3,2,325000,3824,Ventilla-Almenara
19139,133,3,2,669000,5030,Tetuán
19138,98,3,2,359500,3668,Tetuán
19137,54,1,1,169000,3130,Tetuán
19136,172,2,2,675000,3924,Tetuán
19135,134,3,2,799000,5963,Tetuán
19134,301,5,4,1290000,4286,Tetuán
19133,166,3,3,775000,4669,Tetuán
19132,108,2,2,498000,4611,Tetuán
19131,105,3,1,350000,3333,Valdeacederas
19130,70,1,1,349000,4986,Cuzco-Castillejos
19129,92,3,2,370000,4022,Cuatro Caminos
19128,119,3,2,525000,4412,Ventilla-Almenara
19127,46,1,1,175000,3804,Berruguete
19126,79,3,2,378000,4785,Bellas Vistas
19125,53,1,1,194000,3660,Valdeacederas
19124,53,1,1,188000,3547,Valdeacederas
19123,53,1,1,188000,3547,Valdeacederas
19122,53,1,1,195500,3689,Valdeacederas
19121,47,1,1,140000,2979,Valdeacederas
19120,100,3,2,330000,3300,Bellas Vistas
19119,120,3,3,540000,4500,Ventilla-Almenara
19118,55,1,1,170000,3091,Bellas Vistas
19117,190,3,3,565000,2974,Ventilla-Almenara
19116,120,4,2,329000,2742,Bellas Vistas
19115,250,5,3,845000,3380,Tetuán
19114,190,4,3,780000,4105,Tetuán
19112,149,4,3,450000,3020,Cuatro Caminos
19111,149,4,3,450000,3020,Bellas Vistas
19110,66,2,1,164900,2498,Tetuán
19109,48,1,1,210000,4375,Ventilla-Almenara
19107,224,5,3,695000,3103,Ventilla-Almenara
19106,46,2,1,154900,3367,Ventilla-Almenara
19105,74,3,1,225000,3041,Cuatro Caminos
19104,78,3,1,310000,3974,Ventilla-Almenara
19103,60,1,1,270000,4500,Tetuán
19102,90,1,1,269000,2989,Bellas Vistas
19101,72,2,1,239000,3319,Bellas Vistas
19100,67,2,2,395000,5896,Cuatro Caminos
19099,85,1,1,350000,4118,Cuzco-Castillejos
19098,51,1,2,305000,5980,Tetuán
19097,104,2,1,248000,2385,Valdeacederas
19096,63,1,1,199000,3159,Valdeacederas
19095,66,3,1,295000,4470,Cuzco-Castillejos
19094,49,1,1,290000,5918,Cuatro Caminos
19093,90,3,2,259000,2878,Valdeacederas
19092,90,3,2,370000,4111,Valdeacederas
19091,102,3,2,425000,4167,Cuzco-Castillejos
19090,100,3,2,330000,3300,Bellas Vistas
19089,135,3,2,325000,2407,Ventilla-Almenara
19088,37,1,1,165000,4459,Valdeacederas
19087,160,4,3,600000,3750,Ventilla-Almenara
19086,180,4,2,698000,3878,Cuatro Caminos
19085,240,9,3,1190000,4958,Cuzco-Castillejos
19084,90,3,1,259000,2878,Bellas Vistas
19083,50,1,1,196000,3920,Berruguete
19082,83,2,2,325000,3916,Cuatro Caminos
19081,50,1,1,178000,3560,Berruguete
19080,61,2,1,295000,4836,Valdeacederas
19079,80,2,1,339500,4244,Valdeacederas
19078,108,2,2,550000,5093,Cuzco-Castillejos
19077,120,4,2,530000,4417,Cuatro Caminos
19076,100,3,2,279000,2790,Valdeacederas
19075,75,3,1,360000,4800,Ventilla-Almenara
19074,140,3,1,690000,4929,Cuzco-Castillejos
19073,100,3,2,565000,5650,Cuatro Caminos
19072,301,5,3,935000,3106,Cuzco-Castillejos
19071,124,3,2,449900,3628,Cuzco-Castillejos
19070,70,2,1,170000,2429,Ventilla-Almenara
19069,140,2,1,240000,1714,Tetuán
19068,249,4,3,1050000,4217,Tetuán
19067,235,5,3,699000,2974,Ventilla-Almenara
19066,136,3,2,370000,2721,Valdeacederas
19065,51,1,1,180000,3529,Berruguete
19064,72,2,2,189000,2625,Valdeacederas
19063,100,3,3,235000,2350,Bellas Vistas
19062,76,2,1,226000,2974,Berruguete
19061,205,4,4,970000,4732,Cuatro Caminos
19060,103,2,1,360000,3495,Tetuán
19059,350,6,4,1100000,3143,Tetuán
19058,57,1,1,168000,2947,Bellas Vistas
19057,78,2,2,385000,4936,Valdeacederas
19056,70,3,1,309000,4414,Cuatro Caminos
19054,93,2,3,189000,2032,Valdeacederas
19053,80,3,1,190000,2375,Bellas Vistas
19052,75,3,2,295000,3933,Valdeacederas
19051,70,3,1,309000,4414,Bellas Vistas
19050,254,4,2,420000,1654,Ventilla-Almenara
19049,224,5,4,690500,3083,Ventilla-Almenara
19048,360,5,4,1800000,5000,Cuatro Caminos
19047,77,2,1,170000,2208,Valdeacederas
19046,147,4,2,795000,5408,Cuzco-Castillejos
19045,195,5,4,1000000,5128,Cuzco-Castillejos
19044,69,3,1,220000,3188,Berruguete
19043,203,4,4,1575000,7759,Cuatro Caminos
19042,66,1,1,425000,6439,Tetuán
19041,250,4,5,625000,2500,Berruguete
19040,172,3,2,725000,4215,Tetuán
19039,226,4,2,925000,4093,Tetuán
19038,124,3,2,830000,6694,Tetuán
19037,320,5,3,999000,3122,Tetuán
19036,215,4,3,880000,4093,Tetuán
19035,250,5,3,745000,2980,Cuatro Caminos
19034,135,3,2,799000,5919,Cuatro Caminos
19033,80,3,2,199500,2494,Berruguete
19032,280,4,3,1150000,4107,Cuzco-Castillejos
19031,165,4,3,790000,4788,Tetuán
19030,200,4,2,1100000,5500,Tetuán
19029,335,5,4,990000,2955,Tetuán
19028,197,4,3,850000,4315,Tetuán
19027,90,2,1,203000,2256,Tetuán
19026,44,1,1,170000,3864,Valdeacederas
19025,80,2,1,374000,4675,Tetuán
19024,262,8,3,700000,2672,Bellas Vistas
19023,73,2,2,280000,3836,Berruguete
19022,203,4,3,479000,2360,Tetuán
19021,134,3,2,560000,4179,Cuatro Caminos
19020,86,2,2,216000,2512,Tetuán
19019,280,5,3,830000,2964,Tetuán
19018,220,4,3,985000,4477,Tetuán
19017,205,5,3,750000,3659,Tetuán
19016,200,5,2,750000,3750,Tetuán
19015,78,2,1,380000,4872,Cuatro Caminos
19014,262,8,3,700000,2672,Bellas Vistas
19013,135,5,2,363000,2689,Bellas Vistas
19008,78,1,2,260000,3333,Valdeacederas
19007,101,3,2,415000,4109,Cuzco-Castillejos
19006,79,3,1,359000,4544,Ventilla-Almenara
19005,57,1,1,257000,4509,Cuatro Caminos
19004,90,3,1,292000,3244,Bellas Vistas
19003,398,7,5,2300000,5779,Tetuán
19002,233,4,3,850000,3648,Tetuán
19001,246,5,3,800000,3252,Tetuán
19000,87,3,1,259000,2977,Tetuán
18999,149,4,3,815000,5470,Cuatro Caminos
18998,55,1,1,295000,5364,Bellas Vistas
18997,45,1,1,349000,7756,Cuatro Caminos
18996,55,1,1,295000,5364,Bellas Vistas
18993,100,4,2,375000,3750,Bellas Vistas
18992,58,2,1,149900,2584,Berruguete
18991,49,2,1,114000,2327,Berruguete
18990,73,3,1,275000,3767,Cuatro Caminos
18989,80,1,1,325000,4062,Ventilla-Almenara
18988,101,5,1,450000,4455,Cuatro Caminos
18987,73,3,1,275000,3767,Cuatro Caminos
18986,89,3,1,280000,3146,Tetuán
18985,86,3,2,250000,2907,Ventilla-Almenara
18984,223,3,2,825000,3700,Cuzco-Castillejos
18983,46,2,1,200000,4348,Cuatro Caminos
18982,48,2,1,135000,2812,Bellas Vistas
18981,78,2,1,250000,3205,Berruguete
18980,162,3,2,829000,5117,Cuatro Caminos
18979,100,3,2,330000,3300,Bellas Vistas
18978,100,3,2,330000,3300,Cuatro Caminos
18977,270,5,3,845000,3130,Cuatro Caminos
18976,49,1,1,187000,3816,Cuatro Caminos
18975,91,3,2,390000,4286,Valdeacederas
18974,78,2,1,285000,3654,Valdeacederas
18973,73,3,1,185000,2534,Ventilla-Almenara
18972,82,2,1,355000,4329,Berruguete
18971,119,4,1,510000,4286,Tetuán
18970,138,3,2,599000,4341,Tetuán
18969,232,5,2,950000,4095,Tetuán
18968,175,3,3,720000,4114,Tetuán
18967,239,6,2,999000,4180,Tetuán
18966,145,2,2,775000,5345,Cuatro Caminos
18964,26,1,1,174000,6692,Cuatro Caminos
18963,81,1,1,230000,2840,Cuatro Caminos
18962,275,3,4,1475000,5364,Cuatro Caminos
18961,82,2,1,395000,4817,Cuzco-Castillejos
18960,45,1,1,187000,4156,Bellas Vistas
18958,70,1,1,298000,4257,Bellas Vistas
18957,112,3,1,259470,2317,Berruguete
18956,169,4,3,560000,3314,Cuatro Caminos
18954,86,2,1,275000,3198,Valdeacederas
18953,63,2,2,499000,7921,Cuatro Caminos
18952,136,3,2,675000,4963,Valdeacederas
18951,92,2,2,441000,4793,Valdeacederas
18950,112,2,2,548000,4893,Valdeacederas
18949,102,2,2,518000,5078,Valdeacederas
18948,93,2,2,462000,4968,Valdeacederas
18947,146,3,2,698000,4781,Valdeacederas
18946,112,2,2,516000,4607,Valdeacederas
18945,80,1,1,364000,4550,Valdeacederas
18944,97,2,2,448000,4619,Valdeacederas
18943,61,1,1,307000,5033,Valdeacederas
18942,56,3,1,175000,3125,Berruguete
18941,42,1,1,243000,5786,Cuzco-Castillejos
18940,55,2,1,192000,3491,Tetuán
18939,63,3,1,91000,1444,Tetuán
18938,146,3,2,698000,4781,Valdeacederas
18937,88,2,1,530000,6023,Tetuán
18936,78,1,1,418000,5359,Valdeacederas
18935,79,1,1,432000,5468,Valdeacederas
18934,112,2,2,623000,5562,Valdeacederas
18933,111,3,2,550000,4955,Tetuán
18932,180,4,3,950000,5278,Tetuán
18931,173,4,2,660000,3815,Tetuán
18930,114,3,2,510000,4474,Bellas Vistas
18929,52,1,1,241000,4635,Bellas Vistas
18928,37,1,1,230000,6216,Bellas Vistas
18927,160,4,2,730000,4562,Tetuán
18926,200,4,2,950000,4750,Tetuán
18925,274,5,3,1150000,4197,Tetuán
18924,26,1,1,140000,5385,Tetuán
18923,55,2,1,279000,5073,Valdeacederas
18922,73,3,1,179990,2466,Valdeacederas
18921,83,1,1,210000,2530,Valdeacederas
18920,77,1,2,179900,2336,Cuatro Caminos
18919,102,2,1,379000,3716,Valdeacederas
18918,70,2,1,269000,3843,Cuatro Caminos
18917,130,2,2,395000,3038,Valdeacederas
18916,66,2,1,220000,3333,Valdeacederas
18915,42,1,1,149000,3548,Berruguete
18914,109,3,2,650000,5963,Berruguete
18913,295,3,2,445000,1508,Berruguete
18912,41,2,1,142000,3463,Bellas Vistas
18911,56,1,1,380000,6786,Cuzco-Castillejos
18909,80,2,2,325000,4062,Cuatro Caminos
18908,84,3,2,379000,4512,Bellas Vistas
18907,72,3,1,189000,2625,Valdeacederas
18906,100,3,2,330000,3300,Bellas Vistas
18905,92,4,2,348000,3783,Cuzco-Castillejos
18904,71,3,1,195000,2746,Valdeacederas
18903,92,4,2,348000,3783,Cuzco-Castillejos
18902,55,1,1,218000,3964,Berruguete
18901,65,2,1,210000,3231,Valdeacederas
18900,71,3,1,195000,2746,Valdeacederas
18899,54,2,1,165000,3056,Berruguete
18898,220,4,3,849000,3859,Cuzco-Castillejos
18897,69,2,2,240000,3478,Valdeacederas
18896,90,3,2,277000,3078,Berruguete
18895,208,4,3,1400000,6731,Tetuán
18894,53,2,1,168000,3170,Bellas Vistas
18893,148,3,2,448000,3027,Cuzco-Castillejos
18892,60,2,1,235000,3917,Valdeacederas
